000:32:05|LMP|That looks just a couple of degrees still above the -
000:32:19|CMP|Buzz, did you ever get that camera?
000:32:21|LMP|Yes.
000:32:23|CMP|Okay.
000:32:44|CDR|Now, look.
000:32:46|CMP|Yes, I guess it's 5 minutes after you do this before ...
000:32:55|LMP|It's coming down, but it's - -
000:32:56|CDR|Is it?
000:32:57|LMP|- - as I said before, that's -
000:33:06|CDR|It looks like that's about equal to the limit pressure.
000:33:07|CMP|Yes, they're about - they're just about the same now.
000:33:11|CDR|Not getting much out of the radiator.
000:33:18|CMP|Okay, Buzz, are you ready for 16 millimeter?
000:33:20|LMP|Yes. How about a bracket?
000:33:22|CMP|Let - Neil will give you the bracket.
000:33:40|CDR|And the bracket - bracket slide -
000:33:47|CMP|Okay, Buzz, I'm going to have to do something about your couch. You mind sliding over to mine?
000:33:52|LMP|No, that's fine.
000:33:54|CMP|Could you - -
000:33:55|LMP|Can you work on that strap?
000:33:56|CMP|Oh, yes, I will. Sure will. The - the one that your strut's off ... instrument panel.
000:34:01|LMP|Yes. ...
000:34:54|CMP|And your ...
000:35:09|CDR|That temperature's coming down a little bit now.
000:35:14|LMP|Yes.
000:35:41|LMP|Now, let's see. You got an 18 millimeter on here, right?
000:35:44|CMP|Yes.
000:35:46|LMP|So - Do I push the thing all the way up? Is that right?
000:35:50|CMP|Yes.
000:35:51|LMP|About with that white mark?
000:35:52|CMP|Yes, one's for the 18, and one's for the 75; I – I think just as long it looks like it's out and ... the window, that's the main thing.
000:36:40|CDR|Did you get a secondary radiator leak check?
000:36:43|LMP|Yes, we did that.
000:36:44|CDR|Okay. We're not hearing them, but we're ... Tananarive.
000:36:48|CMP|Are we on SIMPLEX A?
000:36:49|CDR|We're on SIMPLEX A.
000:36:51|LMP|We're on SIMPLEX A, but we're not due over Tananarive for another couple of seconds.
000:36:56|CDR|Okay.
000:36:58|CMP|What - ... time is 36 something - -
000:37:00|LMP|Am I set up on VHF? Can you tell ...?
000:37:11|CMP|Yes, just a second. Just a second - Your MASTER is ON; your INTERCOM is ON; your VHF is ON; your PAD COMM is OFF; your S-BAND is ON; and you're in INTERCOM/PUSH-TO-TALK, so you're all squared away, except for maybe VOLUME dial.
000:37:29|LMP|Okay.
000:37:31|CDR|Now, Buzz, this item here at Canaries. LOS, 23:36; POTABLE WATER HEATER, MAIN A - -
000:37:38|LMP|Yes, I got that.
000:37:39|CDR|- - PCM BIT RATE, LOW - -
000:37:40|LMP|I got that.
000:37:41|CDR|- - You got all that, okay. Okay, when was the - -
000:37:44|LMP|And the purge check's complete, and I'm working my way down to ECS.
000:37:50|CDR|Okay.
000:37:51|CMP|I'm having a hell of a time maintaining my body position down here; I keep floating up.
000:37:56|LMP|Well, there's such a great tendency to - to try and put a little force ... want to stay there. Just forget about all that and go wherever you want.
000:38:11|CDR|Okay, I got the SYSTEMS TEST meter set up on 4-B and ... attitude ...
000:38:18|LMP|4-B, okay.
000:38:19|CMP|What are you reading?
000:38:20|CDR|I'm reading 3.50.
000:38:26|LMP|... our attitude quantities ...
000:38:36|CC|Houston, Apollo 11.
000:38:41|CDR|Hello, Houston; Apollo ll.
000:38:46|CMP|OPTICS ZERO is OFF. I'm going to jettison the ... cover - -
000:38:50|CC|Apollo 11, Apollo 11; this is Houston through Tananarive. Over.
000:38:56|CDR|Hello, Houston; Apollo 11. Go ahead.
000:39:03|LMP|Houston. Apollo 11, read you on VHF A SIMPLEX. How do you read? Over.
000:39:09|CC|Roger, 11; this is Houston. We're reading you loud and fairly clearly. For your information, Tananarive radar shows you in a 103.0 by 103.0 orbit. Over.
000:39:24|LMP|Beautiful.
000:39:26|CC|We concur.
000:39:30|CDR|Well, we're just coming into the terminator, here.
000:39:40|CMP|I jettisoned the optics; I hope they went. Did you see them go?
000:39:44|LMP|I heard a little something, but I - -
000:39:47|CMP|Don't want to miss that.
000:39:48|LMP|No.
000:39:55|CMP|Can't really tell here. I think I'm seeing the horizon - out there, but I'm ... far from being dark-adapted; it's hard to tell -
000:40:08|LMP|... a double blind on this?
000:40:12|CMP|Yes. What were those Z-30 angles? 0.22, isn't it?
000:40:18|LMP|That's right, plus.
000:40:19|CMP|Sure's a big one, isn't it? Okay, well, I'm standing by to do this - -
000:40:28|LMP|Got A and B down.
000:40:32|CMP|- - IMU align. Unstow the optics handles. Anybody wants any of that claptrap out of R-1, now is the time to say it.
000:40:47|LMP|Give me that little circular Job.
000:40:52|CMP|Alright, I'll - I'll look for it, Buzz. Let me get these - optics handles. I guess I really didn't mean what I said right when I said it a little while ... Oh, I knew there was something messed up.
000:41:09|LMP|You say you had about 3-point-something volts up there?
000:41:12|CMP|Yes. ... and on the ...
000:41:17|LMP|3.4?
000:41:19|CMP|3.45, something like that - -
000:41:20|LMP|Oh, that's - that's the minimum. 3.4, 4.1. And you can whip it over to 4-A, if - -
000:41:28|CMP|Okay, 4-A is 3.8. Okay.
000:41:38|LMP|No, 4-A.
000:41:41|CMP|4-A?
000:41:42|LMP|Yes.
000:41:43|CMP|And 3.8.
000:41:44|CC|Apollo 11, this is Houston. 1 minute to LOS Tananarive; AOS Carnarvon is at 52:15. Over.
000:41:53|CDR|Apollo 11, Roger.
000:41:56|LMP|52:15.
000:41:57|CDR|You want some of these lights down further, Mark - Mike?
000:42:04|CMP|Don't worry about it for the time being; I'm potting around with handholds right now, Neil. ...
000:42:13|LMP|That battery compartment pressure, Mike, it ought to be less that 1.5. However, it says NA until first vent.
000:42:21|CMP|Okay.
000:42:22|LMP|It's greater than 1.5; that vent - vent –
000:42:25|CMP|Well, we haven't even done it yet.
000:42:27|LMP|...
000:42:28|CMP|Yes.
000:43:13|CDR|Man, we are in the dark, now.
000:43:25|CMP|You got any reading off that REPRESS O2 to be greater than 8 ...
000:43:37|LMP|We got - No, not quite that much. That's that crazy gage.
000:43:48|CDR|Okay, can I have the ... now?
000:43:53|LMP|Yes, you got it. ... 50 degrees ...
000:44:06|CDR|... here is your acid test.
000:44:10|CMP|Okay, what did he say 52 -
000:44:11|CDR|52 ... percent, about.
000:44:15|CMP|As I say, I can't see ... Let me know if you want me to - come back ...
000:44:52|CMP|It's - Menkent.
000:44:58|LMP|... ball on that pad - it's maintaining about 39 degrees, Mike.
000:45:02|CMP|Yes, I noticed that. Before, it was maintaining less than that; it was abnormally low. I almost asked them about it during boost, and then I decided to heck with it. Damn, it'll be hard to see through these optics ... down a little bit. Okay, proceed to Menkent. There she goes - Menkent.
000:45:31|CMP|Menkent - God, what a star.
000:45:35|LMP|Nobody in their right - -
000:45:36|CMP|Menkent's good - -
000:45:37|LMP|- - nobody in their right mind would pick that one.
000:45:38|CMP|- - Menkent's a good star.
000:45:40|LMP|Hey, I sure wish you'd get out that - that star chart.
000:45:45|CDR|Can't see a thing, huh?
000:45:46|CMP|No. It's in the - -
000:45:48|CDR|Did you look in the telescope?
000:45:49|CMP|- - in the sextant. Yes, but I can't see it in the telescope; in the sextant - I can't.
000:45:53|CDR|Okay.
000:45:54|CMP|I believe it's at the angle we have to mark on it.
000:46:06|LMP|It's a little on the chilly side in the cabin. Would you like - -
000:46:08|CDR|Feels comfortable to me.
000:46:09|LMP|- - would you like it a little warmer, anybody?
000:46:10|CDR|I don't think so; I think it's a little on the - -
000:46:13|LMP|...
000:46:16|CDR|It sure doesn't look - sure doesn't feel like - Actually, it may be a little - it may be a little warm.
000:46:20|LMP|Well, my - my feet are a little chilly; see, it's 47. Okay, 37 is - -
000:46:26|CMP|No, that's - -
000:46:27|LMP|- - is Nunki. What?
000:46:30|CMP|Okay. Hey, Buzz?
000:46:31|LMP|What?
000:46:32|CMP|Did you write down any marks on 30 and on 37?
000:46:35|LMP|I was going to mark on 37, and that's Nunki; 30 and 37?
000:46:39|CMP|Yes, sir.
000:46:43|LMP|30 -
000:46:45|CDR|I can see some stars. Well, maybe I ...
000:46:53|CMP|Okay, again, looking through the telescope, I'm absolutely unable to tell if it's Nunki, but I have it in the sextant - so let's mark on it.
000:47:18|CMP|... you guys would appreciate doing this with old G&N men.
000:47:24|CDR|0.01.
000:47:26|CMP|0.01, alright. - Shoot, I forget, I think that's gray Gienah.
000:47:29|CDR|Cup of coffee around here later on when you get a little time.
000:47:34|LMP|You like that, Neil? You want us to record that star?
000:47:40|CMP|I got it, I got it; go ahead.
000:47:41|LMP|Let's see, what's tearing me up is we're going to ORB rate on this damn booster, and the rate is very evident.
000:47:48|CMP|Okay, Z torque is plus 0.152 instead of 150; I suppose that's close enough. Now then, you got those numbers written down, Buzz?
000:48:01|LMP|Copy.
000:48:02|CMP|Okay. Now I - I - If I remember right, I think you're just supposed to torque without further ado. We give them the time at which we torque. So, as soon as you got them written down, let me know and I'll proceed and you can mark the time.
000:48:13|LMP|I've got it.
000:48:14|CMP|Okay, here we go. Proceed - torque.
000:48:15|LMP|48:15.
000:48:18|CMP|Okay, now I - I'm going to verify with the third star, and let's see what that star's going to be. Star number 34 - -
000:48:34|LMP|Atria - -
000:48:35|CMP|- - is Atria. You might note that, Buzz, also. I think - -
000:48:39|LMP|34?
000:48:40|CMP|Yes, I think that's the third star; it'll say somewhere in that checklist. Proceed to Atria. Alright, if IMU is realigned, realign the GDC.
000:49:04|LMP|0.1 degree. Probably GDC's off a lot more than that.
000:49:12|CMP|Okay, and Atria is there in the sextant. Well, you know, it's not right in the middle of the sextant. Of course, I guess - I don't know what - Have you ever heard any rules on what constitutes a good third star check?
000:49:32|LMP|No, all you're really doing is seeing that you've got the right stars, it seems to me.
000:49:36|CMP|It's there, but it's not dab-smack in the middle of the sextant; it's off, I would guess - 0.02 or some crazy number like that. Alright, having done that, VERB 37, ENTER; ... ENTER, and I'm going OPTICS ZERO and MANUAL, and cranking up the floodlights down here.
000:50:04|CMP|God, I'll tell you, the visibility through that telescope is a big disappointment.
000:50:10|LMP|It's ...
000:50:13|CMP|Okay, Buzz, got all that good stuff?
000:50:20|CDR|GDC's realigned, okay -
000:50:27|CMP|Reticle brightness ... I don't know anything about that. ... Stow optics eyepieces, okay, that's in work.
000:50:35|CDR|And ... out there right now. ... , Buzz?
000:50:46|LMP|Neil, I haven't been looking out - My eyes aren't very well adapted.
000:50:52|CDR|You got your light on.
000:50:59|CMP|Yes, look at those bright ones down here.
000:51:09|LMP|Lightning! Is that lightning out your window?
000:51:12|CDR|No, I haven't seen any lightning.
000:51:15|LMP|Hell, that must be lightning. Either that or it's the ...
000:51:19|CMP|You know, no matter how many times I put these optics eyepieces - -
000:51:23|CDR|I just saw something. Maybe it is the ... They said that Borman's ... could see it; they couldn't hear it, but they could see it alright -
000:51:30|LMP|Yes.
000:51:35|CMP|No matter how many times I put these optics eyepieces in their box, it doesn't seem right.
000:51:45|CMP|0.01, God damn it! Now that's enough to piss a body off.
000:51:51|CDR|... that time.
000:51:53|LMP|S-band noise.
000:51:57|CDR|We're about to get - 10 seconds until acquisition.
000:51:59|LMP|Okay.
000:52:02|CMP|Okay, and my optics eyepieces are stowed.
000:52:09|CDR|You want me to take your checklist, Mike, and kind of skim through it?
000:52:16|CMP|It says here, coming up on Carnarvon LOS at - -
001:04:44|CMP|Let - let me tell them about the TV ...
001:04:47|CMP|Roger, Bruce. Thank you. We expect TV. We've got it all hooked up. We have not yet turned it on; we're ready to do that now.
001:05:02|CMP|Okay, you think we can do that?
001:05:04|LMP|That's fine with us.
001:05:05|CDR|This one here?
001:05:17|LMP|Tell them that we've got nothing to do here but recheck it here for the next 20 minutes or so.
001:05:26|LMP|Okay. I'm ready to turn the TV on. Play with it. ... flashlight ... hook it up ...
001:06:00|CDR|Want a - ...? Mike?
001:06:01|LMP|No.
001:06:04|CMP|Yes, I'd love one, Neil; thank you. I just stuck it in my pocket.
001:06:15|CMP|Can I give you the wrapping back?
001:06:18|CDR|(Laughing) Now that is a problem, trying to find - -
001:06:21|CMP|It's a gooey one. Gooey when the paper doesn't want to come off, but thanks anyway.
001:06:54|LMP|What was you doing? (Laughter)
001:06:57|CMP|I don't know ... I almost lost it. I figured I'd really go along with the ... and put some of that ointment on - so slick that I rubbed my ring off (laughter).
001:07:08|LMP|Is that right?
001:07:09|CMP|Yes.
001:07:18|CMP|Have we got any daylight? I can't see outside at all.
001:07:22|CDR|Nothing yet, ...
001:07:26|LMP|How are you going to rig that up, Michael?
001:07:29|CMP|Well, Buzz, I'm going to hold it out that hatch window.
001:07:30|LMP|Handhold it?
001:07:32|CMP|Yes - yes, yes, handhold it; don't dick with that.
001:07:38|CDR|Buzz can hold it, and you're going to run the monitor; have you run ...?
001:07:40|CMP|Yes.
001:08:09|CDR|Mike, how about this thing?
001:08:16|CMP|REPRESS - let's see, it's supposed to be - 865.
001:08:22|LMP|Go ahead.
001:08:23|CMP|And it - it kind of varies - not 865, but it's - 830.
001:08:33|CDR|...
001:08:40|CMP|Well, I don't know how - that ought to ...
001:08:44|CDR|I can turn - turn it on FILL for a minute, if you like. That's what we need to do, I think.
001:08:51|CMP|Maybe the ... this son of a bitch is working or not.
001:09:06|CDR|You got the power switches turned on up there at the - -
001:09:10|CMP|Yes. ...
001:09:21|LMP|Let's get into the Hasselblad ... get the right settings on it.
001:09:26|CMP|Okay.
001:09:29|LMP|Is Goldstone the only station that's going to get this?
001:09:32|CDR|Yes, that's all. That's the only one that's got a scanner converter. We've only got about 4 minutes, looks like.
001:09:44|LMP|That must be doing something.
001:09:46|CMP|Yes.
001:09:47|CDR|How long - -
001:09:48|CMP|You got it on infinity for one thing; let me put it down here.
001:09:52|CDR|- - how long is it supposed to take to - -
001:09:53|CMP|...?
001:09:54|CDR|No, no, it's the one with the ...
001:09:59|LMP|Okay, it's - it's working somewhat; it's just the question of not enough light in here when I get it.
001:10:06|CDR|Yes.
001:10:07|LMP|... It's, I think, working okay.
001:10:10|CDR|We ought to be coming out into the daylight here in a little bit. Get it all shaped up?
001:10:22|LMP|I think it's fine. Now the one thing I forget about this is this zoom.
001:10:30|CMP|Do we want to write on this what - what we're taking pictures of? 0.5 millimeter.
001:10:46|LMP|Who knows about zoom lenses? This lens goes from 12.5 millimeters to 75; I assume that's the same nomenclature as on a camera. Right, 75 is zoom - -
001:10:58|CDR|I would think so.
001:10:59|LMP|- - and 12.5 is wide angle. The only thing that confuses me is that it says for vehicle to vehicle - We want to be zoom on 12.5. I guess they just want to make sure you got the other vehicle in view. Probably ... telephoto.
001:11:15|CMP|Okay, well, then, I'll put the zoom on 12.5.
001:11:18|LMP|Okay. You didn't touch this lighting?
001:11:21|CMP|No, I didn't ... Minimum ...
001:11:29|LMP|I've got bright.
001:11:32|CMP|Focus, I'll put at infinity, and the f-stop for vehicle to vehicle is - -
001:11:58|CDR|Not much light in here.
001:12:02|CMP|- - f:2.8.
001:12:04|LMP|What?
001:12:09|CMP|Okay. I - I'll show what it looks like inside of the cabin.
001:12:27|LMP|Okay, this looks alright, I think.
001:12:30|CMP|Point that at Neil or point it at somebody who's in the light. Yes, we'll get it. ... You want to see the monitor?
001:12:41|LMP|...
001:12:43|CMP|Yes. You want to see the monitor?
001:12:49|CDR|Is this all rceady to go; I'm going to put it back over here. It's over here under your stuff. Now, it seems to me if Buzz wants his camera to drift up, so what I ought to do is probably - Hey, Buzz.
001:13:02|LMP|Yes.
001:13:07|CDR|Hey, it seemed to stick pretty well if you stood it up on the - with the lens kind of pointing out. There are two pieces of Velcro over there.
001:13:14|LMP|Okay.
001:13:16|CDR|There are two pieces on the back of them ...
001:13:17|LMP|You think so, huh?
001:13:18|CDR|Yes, over, just a little up toward the ...
001:13:28|LMP|Now, ... - It's rolling around, so I can start looking outside, upside down.
001:13:53|CDR|I don't know, I think we'd almost be better just by looking at the monitor, Buzz.
001:13:59|LMP|Yes, yes, but this way I think I'll know how to - know which way to move it.
001:14:07|CDR|Are you going the right way for those hoses? It looks to me like you ought to roll over the other way.
001:14:25|LMP|Hey, there's something. How's that window?
001:14:37|CDR|When you get around there, Buzz, I'll give you the briefing (laughter). You just slid out of your - -
001:14:40|LMP|I was out of my ...
001:14:57|CMP|Handkerchief or something - -
001:14:59|LMP|Where do we have to go to get a tissue?
001:15:02|CMP|All the way down to the ...
001:15:04|CDR|How about - using a piece of cloth, like - -
001:15:10|LMP|While I'm here, let me - -
001:15:11|CMP|What - what - do you want a tissue for?
001:15:14|CDR|Hey, that's a good idea. We can get rid of that stuff - -
001:15:16|LMP|...
001:15:17|CDR|- - that's a good idea; good head.
001:15:22|LMP|Brilliant ...
001:15:23|CDR|I got your checklist, Mike; you want it back?
001:15:27|CMP|Yes, I'll take it back, Neil - Thank you, just put it here.
001:15:37|CMP|No, you got Buzz's checklist here. You gave me BUZZ'S.
001:15:41|CDR|Excuse me.
001:15:44|CMP|... I'd rather have my own.
001:15:47|LMP|How does the checklist look to you, Neil? You happy with it?
001:15:51|CDR|Yes, it looks fine to me.
001:15:53|LMP|Good.
001:15:56|CMP|I'll take your word for it, but the SPS and ECS and the EPS are now on ...
001:16:06|LMP|...
001:16:07|CMP|Yes, I'll do that. Are you ready for me to hand you your light test?
001:16:16|LMP|No, one-handed snap. ... I'm in the center now.
001:16:28|CMP|Okay, Buzz, the - -
001:16:29|LMP|Alright, I'll put yours on the left.
001:16:32|CMP|It doesn't matter, they're all good - far as I'm concerned, one's like another.
001:16:37|LMP|As a matter of fact, I'll put yours on the right.
001:16:38|CMP|Okay.
001:16:40|LMP|...
001:16:43|CMP|This 16-millimeter camera, Buzz, with the 18-millimeter lens - you got it shoved all the way up toward the window. I think we can – on this bracket.
001:16:52|LMP|Yes.
001:16:53|CDR|Okay, that was correct. You - you were asking about that.
001:16:58|CMP|And you have 6 frames per second, and it's color; you got 15 minutes worth - 6 frames a second, f:8, infinity, 1/250th.
001:17:20|LMP|Okay. The only question is, how much do we want to indicate on that?
001:17:31|LMP|Outside of it - on the magazine?
001:17:36|CMP|Yes.
001:17:41|CDR|How does zero g feel? Your head feel funny, anybody, or anything like that?
001:17:44|CMP|No, I don't know, it just feels like we're going around upside down.
001:17:46|LMP|... I don't know - even feel that.
001:17:49|CDR|I feel the horizon coming up.
001:17:52|CMP|Oh, yes.
001:17:54|CDR|Buzz, are you ready to - -
001:17:55|CMP|... 90 degrees the wrong way - -
001:17:58|CDR|- - are you ready for this briefing? Buzz?
001:18:00|LMP|Yes, let me get this.
001:18:01|CDR|Oh! Okay.
001:18:04|CMP|Oh, yes, stand by for sunrise.
001:18:09|CDR|Say, we got the rookie with us; he hasn't seen so many of those.
001:18:23|CDR|(Laughter) Okay. 30 seconds.
001:18:30|CMP|Oh, no, there is a possibility.
001:18:33|CDR|We haven't got too many of them on this flight, so you might as well enjoy it while you can. Buzz, how are you doing?
001:18:42|LMP|Okay, go ahead and talk.
001:18:44|CDR|Okay, I'd like to show this to you while I'm talking. It works like a camera. It has the – The f-stop control is right here, and you set it on f:22 which, of course, lets in the smallest amount of light, and that's a safety precaution. Now, later you'll probably find that you want to go away from f:22. Okay? Under zoom - Your zoom control, can you see? The zoom is the middle one, and it's 12.5 millimeters on the middle one – See the 12.5 millimeters? That's the zoom.
001:19:18|LMP|Yes.
001:19:19|CDR|Focus is on infinity. You ought to just leave that on infinity; no doubt about that. Now, the zoom, they may want you to zoom in on the horizon a little bit, or the land or whatever. I'd start out with a wide angle at 12.5, and I'd start out with this on f:22 just for protection against getting too much light in. In all likelihood, you'll have to change that a little bit.
001:19:46|LMP|I think that - that's going to do it.
001:19:55|CDR|Yes, that looks good. I don't see how that can miss.
001:19:57|CMP|Jesus Christ, look at that horizon!
001:19:59|CDR|Isn't that something?
001:20:00|CMP|God damn, that's pretty; it's unreal.
001:20:08|CDR|Get a picture of that.
001:20:10|CMP|Ooh, sure, I will. I've lost a Hasselblad. ... Has anybody seen a Hasselblad floating by? It couldn't have gone very far - big son of a gun like that.
001:20:40|CDR|Now, what do we have - Is that all the -
001:20:44|CMP|You had the switch down - inside. ... automatic light control features.
001:21:05|CMP|Well, that pisses me off. Hasselblad gone. Find that mother before she or I ends the ... Everybody look for a floating Hasselblad. I see a pen floating loose down here, too. Is anybody missing a ballpoint pen?
001:21:17|LMP|Got mine. Is it ballpoint, or is it ...?
001:21:23|CMP|Yes, ballpoint. Here it is. I mean felt tip.
001:21:45|CMP|... much embarrassed to say they've lost a Hasselblad. I seem to be prone to that.
001:22:01|CDR|And we're about 7 minutes away, so we got about 7 minutes of practice time.
001:22:13|CMP|I've looked - I've looked everywhere over here for that Hasselblad, and I just don't see it.
001:22:21|LMP|You can go to your ...
001:22:24|CDR|It's too late for sunrise, anyway.
001:22:27|CMP|I know, but I'm worried about - -
001:22:28|LMP|But you want to get it before TLI.
001:22:30|CMP|- - I know it. That's what I'm worried about.
001:22:31|LMP|Neil, could you look around over there?
001:22:32|CDR|Yes, I'll look.
001:22:35|CMP|I don't know if we want to go through any wild contortions looking for it - Do we have to throw some other switches?
001:22:41|LMP|No, the switches are all thrown.
001:22:45|CMP|... under you.
001:22:57|CMP|Buzz, you don't see the Hasselblad anywhere down below?
001:23:10|CMP|Let me go on a little expedition here. Has somebody ...?
001:23:18|LMP|I've looked already.
001:23:24|CMP|Ah! Here it is.
001:23:25|CDR|Find it?
001:23:26|CMP|Yes.
001:23:27|CDR|Beautiful.
001:23:28|CMP|It was floating in the aft bulkhead.
001:23:30|CDR|On your side?
001:23:34|CMP|I got a way on it - of keeping it.
001:24:17|CMP|I got a little horizon. Man, look at thatl
001:24:21|LMP|Looks like what you have to do to this, is not hold it against the window, because it's going to pick up - -
001:24:27|CDR|How's the monitor, working okay for you? Anything I can do to help?
001:24:33|CMP|...
001:24:46|CMP|I found a spot that really ... my window.
001:24:50|LMP|Yes, it looks like ... I got my - -
001:24:51|CMP|Trees and a forest down there; it looks like trees and a forest or something. Looks like snow and trees. Fantastic. I have no conception of where we're pointed or which way we're going or a crapping thing, but it's a beautiful low pressure cell out here.
001:25:10|LMP|Yes, go ahead and take a picture. Keep your ... down.
001:25:15|CMP|Beautiful low pressure.
001:25:16|LMP|Must be past Hawaii by now. 01:28 is AOS.
001:25:22|CDR|Buzz, how's it going there, the monitor giving you good service?
001:25:25|LMP|Not yet - flicking an awful lot.
001:25:26|CDR|Well, that's ... - It looks to me like you're home free. Just remember now, you're going to have to get that f-stop probably off 22, maybe not – focus stays on infinity and the zoom beats me. You can take your choice, you can zoom with that thing all the way in if you take it fairly slowly.
001:25:44|LMP|Sun is bright, isn't it? ... It's a pretty nice camera, to tell you the truth.
001:26:00|CDR|I think you probably want sort of a wide angle - -
001:26:07|LMP|Yes, I think ... would be something ...
001:26:20|LMP|Well, if I take normal to the window, it's going to be ..., ...?
001:26:26|CDR|Yes, that would be pretty nice.
001:26:41|CDR|Getting a little of the rim there?
001:26:44|CMP|To get a little more view, you have to move down - away from -
001:27:18|CDR|Now, how we doing checklist-wise? Let's make sure we don't screw up and forget - -
001:27:22|CMP|I'm working on the attitude reference check right now.
001:27:29|LMP|Now, do we need to do anything else to configure this for ... receiver?
001:27:32|CDR|No, far as I know it's all up to them.
001:27:50|LMP|Oh, shoot; they're going to - Let's see, they're going to have to send us up a TLI pad, TLI abort, and a P37 pad. They're all right here in this little book; don't forget to remind me of that.
001:28:02|CMP|Okay, that's good.
001:28:14|LMP|How do you think we can ...?
001:28:17|CDR|Yes, you can fold it flat; would that help you?
001:28:19|LMP|Yes.
001:28:20|CDR|That's pull - pull - -
001:28:28|CMP|See that, Buzz? You're a TV expert.
001:28:48|CMP|Now, the next big thing we got to do is, after the attitude reference check, is extend the docking probe. No big thing. Copy down a bunch of pads and then you got your RCS hotfire.
001:29:08|CMP|That booster, when that thing - -
001:29:09|CC|Apollo 11, this is Houston through Guaymas. Over.
001:29:14|CDR|Roger, Houston. Reading you loud and clear.
001:29:16|CC|Reading you the same. Coming up on AOS Goldstone.
001:29:19|CDR|Roger.
001:29:21|CDR|It should be right now, Buzz.
001:29:27|LMP|Cecil B. De Aldrin is standing by for instructions.
001:29:32|CC|Houston. Roger.
001:29:40|CDR|Okay, and I got pads, need to extend the probe, and do an SM RCS hotfire.
001:29:49|CMP|That's right, that's the same way I read it. I don't know what this is, coming up.
001:29:53|CDR|When you - when you come up on this SECS LOGIC - and MSFN GO for pyro arm, don't forget to get an okay from them before you send the ... out.
001:30:09|LMP|Wow, I hope they get that; that's pretty.
001:30:11|CDR|With the sun glaring like it is, you're - you're correct on the f:22, I'm sure. It might be part of the - -
001:53:56|CC|- - and the launch - vehicle guidance are both looking to be in good shape. We estimate you have better than a 99-percent probability of a guidance cut-off on the launch vehicle. So, things are apparently holding in very well. For your information, MLA received approximately 1 minute of a usable TV picture; so, apparently the system is working. You're a little over a minute from LOS at Canary; AOS Tananarive is 2 hours 9 minutes and 18 seconds. Over.
001:54:34|CMP|Roger. We like those 99 numbers. Thank you.
001:54:38|CC|Roger. Out.
001:54:39|CDR|Okay.
001:54:40|CMP|Now, let's see. We want to go to the suit circuit - -
001:54:44|LMP|Yes, I'll get the suit circuit if I can find that valve.
001:54:50|CMP|Okay, let's see, that's the EDS POWER, ON.
001:54:54|LMP|Oh, that thing is hard.
001:54:59|CMP|What - what do we want here - -
001:55:00|LMP|Suit's closed.
001:55:01|CMP|- - on that VERB 48?
001:55:10|CDR|Ready for EDS POWER, ON, you think?
001:55:13|CMP|EDS POWER, up and ON, yes.
001:55:17|CDR|Okay, it's ON.
001:55:20|CMP|EMS FUNCTION, OFF, verify.
001:55:22|CDR|EMS FUNCTION, OFF.
001:55:23|CMP|MODE, STANDBY - EMS MODE, STANDBY.
001:55:28|CDR|Okay, it's at STANDBY.
001:55:30|CMP|EMS FUNCTION, DELTA-V; set range VHF A.
001:55:32|CDR|Okay.
001:55:33|CMP|Set for 1586.8.
