|69-H-1096|ap11-69-H-1096HR.jpg||This photo is an aerial view of the Apollo 11 Saturn V moving to the firing position on the pad at the Kennedy Space Center. Photo filed 20 May 1969. Scans by Kipp Teague.|
|69-H-1100|ap11-69-H-1100HR.jpg||Buzz giving thumbs up sign leaving helicopter he flew to simulate lunar module flight. Photo filed 10 July 1969. Scan by Ed Hengeveld.|
|69-H-1104|ap11-69-H-1104HR.jpg||Neil approaching helicopter for practice session. Photo filed 12 July 1969. Scan by Ed Hengeveld.|
|69-H-1106|ap11-69-H-1106HR.jpg||Mike Collins (left) and Deke Slayton, director of Flight Crew Operations, walking from T-38 aircraft at Patrick AFB. Photo filed 12 July 1969. Scan by Ed Hengeveld.|
000:00:04|69-H-1111|ap11-69-H-1111HR.jpg||Apollo 11 Saturn V liftoff. Photo filed 16 July 1969. Scan by Kipp Teague.|
|69-H-1113|ap11-69-H-1113.jpg||Deke Slayton (on stool at left), Buzz Aldrin, Neil Armstrong, and Michael Collins during the last pre-flight press conference. Photo filed 13 July 1969. Scan by Kipp Teague.|
|69-H-1114|ap11-69-H-1114HR.jpg||Neil Armstrong reviews flight plans. Photo filed 14 July 1969. Scan by Kipp Teague.|
|69-H-1115|ap11-69-H-1115HR.jpg||Buzz Aldrin reviews maps of the area they will pass over after LM launch from the lunar surface. The map in his left hand has the landing ellipse at the bottom. Photo filed 14 July 1969. Scan by Kipp Teague.|
|69-H-1116|ap11-69-H-1116HR.jpg||Buzz Aldrin (left), Neil Armstrong, and Michael Collins during the last pre-flight press conference. Photo filed 13 July 1969. Scan by Ed Hengeveld.|
|69-H-1118|ap11-69-H-1118HR.jpg||Mike Collins (left), Neil Armstrong, Bill Anders, Buzz Aldrin, and Deke Slayton during the pre-launch breakfast. Photo filed 13 July 1969. Scan by Ed Hengeveld.|
|69-H-1120|ap11-69-H-1120HR.jpg||Buzz Aldrin eating supper in crew quarters on the night before launch. 15 July 1969. Scan by Ed Hengeveld.|
|69-H-1121|ap11-69-H-1121HR.jpg||"Neil waves to well wishers on the way out to the transfer van. Mike Collins, Buzz Aldrin and Deke Slayton (dark shirt behind Aldrin to the left) follow Neil down the hallway. Note that they are carrying Portable Oxygen Ventilators with whites hoses. See the discussion in the caption to <a href=""#69H1057"" target=""new"">69-H-1057</a>. Photo filed 16 July 1969. Scan by Ed Hengeveld."|
|69-H-1122|ap11-69-H-1122HR.jpg||Buzz Aldrin (left) and Neil Armstrong at supper in crew quarters on the night before launch. 15 July 1969. Scan by Kipp Teague.|
|69-H-1127|ap11-69-H-1127HR.jpg||Portrait of Mike Collins during suit-up for launch. Photo filed 16 July 1969. Scan by Ed Hengeveld.|
|69-H-1129|ap11-69-H-1129HR.jpg||Suit Tech Joe Schmidt getting Mike Collins ready for launch. Photo filed 16 July 1969. Scan by Ed Hengeveld.|
|69-H-1131|ap11-69-H-1131HR.jpg||Portrait of Buzz Aldrin during suit-up for launch. Photo filed 16 July 1969. Scan by Ed Hengeveld.|
|69-H-1196|ap11-69-H-1196HR.jpg||Armstrong, Collins, and Aldrin (left to right) in their Isolation van on-board the recovery ship U.S.S Hornet being greeted by U.S. President Richard M. Nixon. Photo filed 24 July 1969. Scan by Ed Hengeveld.|
198:07:16|69-H-1218|ap11-69-H-1218.jpg||"The fact that Neil is wearing his ""Hornet Plus Three"" badge suggests that this photo was taken on-board the recovery ship. Unknown photographer. Scan courtsey Connie Moore/NASA HQ."|
|69-H-1223|ap11-69-H-1223.jpg||Mobile Quarantine Facility is offloaded from USS Hornet. Photo filed 26 July 1969. Scan by J.L. Pickering.|
|69-H-1224|ap11-69-H-1224HR.jpg||Traditional post-flight cake cutting ceremony was altered because the Apollo 11 astronauts were restricted to the Mobile Quarantine Facility. Photo filed 24 July 1969. Scan by Ed Hengeveld.|
|69-H-1246|ap11-69-H-1246.jpg||Aldrin, Collins, Armstrong (left to right), during a post-flight debriefing. Photo filed 3 August 1969. Scan by Kipp Teague.|
|69-H-1247|ap11-69-H-1247.jpg||Armstrong, Collins, Aldrin (left to right) examining mission photos, apparently out-the-window photos of the LM shadow area. Photo filed 3 August 1969. Scan by Kipp Teague.|
|69-H-134|ap11-69-H-134.jpg||"NASA Caption: ""View of CDR's position in Apollo lunar module ascent stage (port side). Triangular-shaped window is at center, with instrument-panel glare shield between window and CDR's main flight panel. Extending down forward cabin wall is the (crewman) optical alignment sight (<a href=""../coas.htm"" target=""new"">COAS</a>). CDR's circuit breaker panel ( <a href=""../alsj-LM-CB11.html"" target=""new"">CB(11)</a> ) is at left."" Photo filed 28 January 1969. Scans by Frederic Artner."|
|69-H-135|ap11-69-H-135.jpg||Eagle's main instrument panel photographed under dark conditions with panel illumination turned on. Photo filed 28 January 1969. Scans by Frederic Artner.|
|69-H-136|ap11-69-H-136.jpg||"NASA Caption: ""Interior of Apollo lunar module ascent stage cabin area looking aft. Ascent engine housing is in lower foreground and docking hatch is at the top."" Photo filed 28 January 1969. Scans by Frederic Artner."|
|69-H-1421|ap11-69-H-1421.jpg||Collins, Aldrin, and Armstrong in post-flight tickertape parade in New York City. NASA Administrator Thomas Paine is seated in front of Buzz. Photo filed 13 August 1969. Scan by Kipp Teague.|
|69-H-1426|ap11-69-H-1426HR.jpg||Collins, Aldrin, and Armstrong in post-flight tickertape parade in Chicago. Photo filed 13 August 1969. Scan by Kipp Teague.|
|69-H-1471|ap11-69-H-1471.jpg||Collins, Armstrong, Aldrin with U.S. Postmaster General Winton M. Blount unveiling a stamp honoring Apollo 11. Photo filed 9 September 1969. Scan by Kipp Teague.|
|69-H-1499|ap11-69-H-1499HR.jpg||Armstrong, Aldrin, and Collins (left to right) unveil a plaque on designating Launch Complex 39 at the Cape as a site listed in the National Register of Historic Places. Photo filed 17 July 1974. Scan by Kipp Teague.|
|69-H-152|ap11-69-H-152.jpg||Apollo 11 Lunar Surface Television Camera held by Stan Lebar, leader of the Westinghouse team that developed the camera. Scan by Frederic Artner.|
|69-H-180|ap11-69-H-180HR.jpg||The command and service modules for Apollo 11 are installed in the altitude chamber of the Manned Spacecraft Operations Building at KSC. Scan by Kipp Teague.|
|69-H-365|ap11-69-H-365HR.jpg||Apollo 11 S-IC first stage in the Vehicle Assembly Building transfer aisle. Photo filed 21 February 1969. Scans by Kipp Teague.|
|69-H-548|ap11-69-H-548HR.jpg||Suit technician Joe Schmidt assists Apollo 11 backup lunar module pilot Fred W. Haise, Jr., left, and James A. Lovell, backup crew commander, into lunar module for manned altitude run. Photo filed 20 March 1969. Scan by Ed Hengeveld.|
|69-H-661|ap11-69-H-661HR.jpg||"Neil Armstrong suited for a <a href=""A11CrewTraining.html"" target=""new"">training</a> exercise at the Manned Spacecraft Center in Houston. Photo filed 18 April 1969. Neil and Buzz's did suited <a href=""A11CrewTraining.html"" target=""new"">training sessions</a> on both the 15th and 18th of April, 1969. Scan by Kipp Teague."|
|69-H-663|ap11-69-H-663HR.jpg||"EVA <a href=""A11CrewTraining.html"" target=""new"">training</a> photo taken 18 April 1969 shows Neil Armstrong checking his deployment of the erectable S-Band antenna while Buzz Aldrin uses the tongs to gather a sample. During the mission, communications with Houston was deemed to be good enough that erection of the S-Band antenna was skipped. Similar antenna were erected by the Apollo 12 and Apollo 14 crews to allow signal transmission from the color television camera used on those flights. Scan courtesy Margaret Persinger/KSC."|
|69-H-666|ap11-69-H-666.jpg||"Neil Armstrong watches while Buzz Aldrin takes a photograph of the LM mockup that can be seen reflected in Buzz's faceplate. Note Buzz's strap-on cuff checklist. 15 or 18 April 1969 Photo filed 18 April 1969. The <a href=""A11CrewTraining.html"" target=""new"">training session</a> may have actually been on 15 April 1969. Scan by Ed Hengeveld."|
|69-H-667|ap11-69-H-667HR.jpg||Neil Armstrong (right) holds open a small sample bag to receive the sample Buzz Aldrin has collected with the tongs. The large scoop is in the foreground attached to the extension handle. 15 or 18 April 1969 Photo filed 18 April 1969. Scan by Kipp Teague.|
|69-H-668|ap11-69-H-668HR.jpg||Neil Armstrong taking a documentation photo of a sample Buzz Aldrin is about to collect with the large scoop. The gnomon at the right-hand side of the picture gives an indication of local vertical, provides scale, and has a color/grey scale on the vertical stick. No documented samples were actually collected during Apollo 11 because other activities took longer than planned. 15 or 18 April 1969 Photo filed 18 April 1969. Scan by Kipp Teague.|
|69-H-669|ap11-69-H-669HR.jpg||Neil uses the large scoop. Photo filed 18 April 1969. Scan by Kipp Teague.|
|69-H-670|ap11-69-H-670HR.jpg||"This excellent training close-up of Neil shows his OPS actuator mounted on the side of the <a href=""../alsj-RCU.html"" target=""new"">RCU</a>, details of the camera as mounted on the front of the RCU, and details of the tabs at the top of the face plate used to lower the gold-coated UV visor and the side visors. 15 or 18 April 1969 Photo filed 18 April 1969. Scan courtesy NASA Johnson."|
|69-H-673|ap11-69-H-673.jpg||"Buzz (left) appears to be getting the extension handle off the MESA, which was stowed at the upper right as shown in <a href=""#S6931581"" target=""new"">S69-31581</a>. Neil is at the right and is wearing a PLSS with the number '26' stenciled on both sides. 15 or 18 April 1969 Photo filed 18 April 1969. The <a href=""A11CrewTraining.html"" target=""new"">training session</a> may have actually been on 15 April 1969. Scan by J.L. Pickering."|
|69-H-674|ap11-69-H-674.jpg||"Buzz (left) pours a sample out of the large scoop into a sample bag Neil is holding. On the Moon it would have been difficult for Buzz to bend the suit enough to get his hands this close together and probably would have had to hold the scoop in one hand and turn the basket around a horizontal axis to make the pour. Neil and Buzz ran short of time during their EVA and did not collect any documented samples. 15 April 1969. Photo filed 18 April 1969. The <a href=""A11CrewTraining.html"" target=""new"">training session</a> may have actually been on 15 April 1969. Scan by J.L. Pickering."|
|69-H-675|ap11-69-H-675HR.jpg||Buzz (right) extracts the LRRR from the SEQ Bay. He previously removed the passive seismometer, which is on the floor to his left. Neil watches carefully from behind Buzz. During the mission, Neil took a pan from this location once Buzz had the doors open and had started to remove the package. Buzz had the option of either using the tapes or removing the packages manually. During the mission, he took them out manually. 15 or 18 April 1969 Photo filed 18 April 1969. Scan by Kipp Teague.|
|69-H-698|ap11-69-H-698HR.jpg||"Aldrin and Armstrong during the 22 April 1969 ""Lunar Timeline Demo for Dr. Mueller"" are collecting documented samples. The Apollo 11 gnomon is in front of Buzz, who is holding the large, box-head scoop. He also has a pair of tongs attached at his waist. Note that Neil has his left side-visor down. Photo taken inside Building 9 at NASA Johnson. Scan by Kipp Teague."|
|69-H-705|ap11-69-H-705HR.jpg||Buzz (left) collects a sample with the tongs while Neil prepares to take a documentation photo. Photo filed 22 April 1969. Scan by Kipp Teague.|
|69-H-708|ap11-69-H-708HR.jpg||"Buzz (left) has dropped a rock sample in the small sample bag held by Neil. Note that Neil is wearing a PLSS numbered ""29"" and Buzz is wearing one numbered ""27"". Photo filed 22 April 1969. Scan by Kipp Teague."|
|69-H-710|ap11-69-H-710HR.jpg||Buzz (left) has grabbed a rock sample with the tongs while Neil has a small sample bag ready. Photo filed 22 April 1969. Scan by Kipp Teague.|
|69-H-832|ap11-69-H-832HR.jpg||Mike Collins (left), Neil Armstrong, and Buzz Aldrin pose in front of a LM mock-up. Photo filed 19 June 1969. Scan by Ed Hengeveld.|
|69-H-905|ap11-69-H-905HR.jpg||Apollo 11 rollout. Photo filed 20 May 1969. Scan by Kipp Teague.|
|69-H-910|ap11-69-H-910HR.jpg||The Apollo 11 Saturn V moves down the crawlerway toward the launch pad at one mile per hour. Photo filed 20 May 1969. Scans by Kipp Teague.|
|69-H-955|ap11-69-H-955HR.jpg||Armstrong, Collins, and Aldrin (left to right) with Bill Schick, Apollo Test Conductor, on the launch pad at the Cape during a 'walk-through emergency egress test'. Photo filed 10 June 1969. Scan by Kipp Teague.|
|69-H-975|ap11-69-H-975HR.jpg||Neil Armstrong having protective covers placed on flight shoes by suit technicians before leaving LM simulator after flight training session. Photo filed 19 June 1969. Scan by Ed Hengeveld.|
|69-H-976|ap11-69-H-976.jpg||"Mike Collins in <a href=""../tnD7112Simulators.html"" target=""new"">simulator training</a>. Photo filed 19 June 1969. Scan by Ed Hengeveld."|
|69-H-978|ap11-69-H-978HR.jpg||Mike Collins in simulator training. Photo filed 19 June 1969. Scan by Ed Hengeveld.|
|69-H-989|ap11-69-H-989HR.jpg||Neil Armstrong climbing out of the cockpit of a T-38, after arrival at Patrick Air Force Base. Photo filed 17 June 1969. Scan by Ed Hengeveld.|
|69-H-990|ap11-69-H-990HR.jpg||Buzz Aldrin (left) and Mike Collins on arrival at Patrick Air Force Base in a T-38. Photo filed 17 June 1969. Scan by Ed Hengeveld.|
|69-HC-1119|ap11-69-HC-1119HR.jpg||Collins, Armstrong, Aldrin with U.S. Postmaster General Winton M. Blount unveiling a stamp honoring Apollo 11. Photo filed 9 September 1969. Scan by Kipp Teague.|
|69-HC-307|ap11-69-HC-307.jpg||A crane lifts the S-IC stage in preparation for stacking on a mobile launcher within the VAB's High Bay 1. Photo filed 21 February 1969. Scan by Kipp Teague.|
|69-HC-339|ap11-69-HC-339.jpg||Workers prepare the S-IVB for mating of the Instrument Unit (pictured left), which houses guidance, control and other Saturn V systems. Photo filed 21 March 1969 Scan by Kipp Teague.|
|69-HC-340|ap11-69-HC-340.jpg||The S-II second stage is moved into position for mating with the S-IC first stage. Photo filed 21 March 1969 Scan by Kipp Teague.|
|69-HC-341|ap11-69-HC-341.jpg||This photo shows the S-IVB third stage being hoisted into position for mating with the second stage. Photo filed 21 March 1969. Scan by Kipp Teague.|
|69-HC-342|ap11-69-HC-342.jpg||The S-IVB third stage is moved into position for mating. Photo filed 21 March 1969. Scan by Kipp Teague.|
|69-HC-371|ap11-69-HC-371.jpg||The Apollo 11 Command/Service Module (CSM-107) being readied for transfer to the Vehicle Assembly Building. Photo filed 18 April 1969. Scan by Kipp Teague.|
|69-HC-415|a11det69-HC-415.jpg||"Portrait of Neil during training on 18 April 1969. As can be seen in a <a href=""a11det69-HC-415.jpg"" title=""image"" target=""new"">detail</a>, the magazine not securely fastened to the camera body. Ulli Lotzmann notes &quot;The mag lock lever is already in the ""open"" position, but has to be turned a little bit beyond this position to free the magzine for removal. Scan courtesy J.L. Pickering."|
|69-HC-439|ap11-69-HC-439.jpg||This photo shows the Apollo 11 Command-and-Service Module being mated to the spacecraft adapter. Photo filed April 1969. Scan by Kipp Teague.|
|69-HC-440|ap11-69-HC-440HR.jpg||This photo shows the Apollo 11 Command-and-Service Module being mated to the spacecraft adapter. Photo filed 1 May 1969. Scan by Kipp Teague.|
|69-HC-441|ap11-69-HC-441.jpg||The Apollo 11 spacecraft assembly is hoisted for mating to the launch vehicle. Photo filed 1 May 1969. Scan by Kipp Teague.|
|69-HC-616|ap11-69-HC-616.jpg||A view of the Apollo 11 Saturn V during transport past the Mobile Service Structure. Photo filed 20 May 1969. Scan by Kipp Teague.|
|69-HC-617|ap11-69-HC-617HR.jpg||This photo is a ground-level view of the Apollo 11 Saturn V during transport. The vehicle is 363 feet (111 meters) tall. Photo filed 20 May 1969. Scans by Kipp Teague.|
|69-HC-620|ap11-69-HC-620.jpg||Aerial view of Saturn V SA-506, the space vehicle for the first lunar landing mission, moving down the 3.5 mile crawler way to Launch Complex 39A. Photo filed 20 May 1969. Scan by Kipp Teague.|
|69-HC-622|ap11-69-HC-622HR.jpg||Apollo 11 Saturn V on the Crawler as it begins to go up the ramp to Pad 39-A. Photo filed 20 May 1969. Scan by Kipp Teague.|
|69-HC-717|ap11-69-HC-717HR.jpg||High-angle view of the White Room and the Apollo 11 Command-and-Service Module. Photo filed 11 July 1969. Scans by Kipp Teague.|
|69-HC-718|ap11-69-HC-718.jpg||Personnel atop the 402-ft. Mobile Service Structure look back at the Apollo 11 spacecraft as the tower is moved away during a Countdown Demonstration Test. Photo filed 11 July 1969. Scan by Kipp Teague.|
|69-HC-727|ap11-0748B-69HC-727-10July69.jpg||Buzz attaches the large snap hook on a waist tether to the left porch rail, just as he did at Tranquility after egress and getting a step or two down the ladder. Photo courtesy J.L. Pickering.|
|69-HC-730|ap11-69-HC-730.jpg||Apollo 11 plaque, probably as installed on the LM prior to launch. July 1969. Scan by J.L Pickering.|
skip|69-HC-755|ap11-69-HC-755.jpg||Apollo 11 launch from inside the firing room at the Cape. Photo filed 16 July 1969. Scan by Kipp Teague.|
|69-HC-77|ap11-69-H-77.jpg||Passive Seismometer Package. Early 1969. Scan courtesy J.L. Pickering.|
000:00:02|69-HC-773|ap11-69-HC-773.jpg||Apollo 11 Saturn V just seconds after lift-off. Photo filed 16 July 1969. Scan by Kipp Teague.|
|69-HC-967|ap11-69-HC-967.jpg||Aldrin (left), Collins, and Armstrong examine an Apollo 11 rock sample at a post-flight function. Photo filed 15 September 1969. Scan by Kipp Teague.|
|7008-86-1273D|ap11-7008-86-1273DHR.jpg||Apollo-11 command module is readied to undergo vacuum bake after return to Downey plant. This procedure would remove any residual moisture from splashdown before the CM was encased in plastic for display at the Smithsonian. 5 September 1969. Scan of Rockwell photo by Ed Hengeveld.|
|80 at Tidbinbilla|a11-10072-80.jpg||"This sample was handcarried to Australia in 1994 by Honeysuckle Creek veteran <a href=""../a16/a16.eva2wake.html#1394004"" target=""new"">John Saxon</a> in 1994 and was presented by John Young to honor Australia's contribution to the success of Apollo 11 twenty-five years previously. Photo by Mike Dinn."|
|Aldrin-noID|AS11-0688-NOID-7.3.69sm.jpg||Suit technician Ron Woods helps Buzz during suit-up for a Countdown Demonstration Test. 3 July 1969. Image courtesy Ulli Lotzmann.|
|Aldrin-noID|ap11-aldrin-noID.jpg||Buzz Aldrin during suit-up prior to a Countdown Demonstration Test on 3 July 1969. Scan by J.L. Pickering.|
|Apollo 11 Rollout|ap11-rollout2-noID.jpg||View of the Apollo 11 rollout. Scan by J.L. Pickering.|
|Armstrong-noID|ap11-Armstrong-noID.jpg||Neil Armstrong during suit-up prior to a Countdown Demonstration Test. 3 July 1969. Scan by J.L. Pickering.|
001:09:22|AS11-36-5291|AS11-36-5291HR.jpg||About now, Buzz turns to his left and takes a somewhat blurred color photo of Neil with the Hasselblad camera, AS11-36-5291. Then he turns towards Mike and photographs him also, AS11-36-5292. Mike is seen holding the TV camera which they have just been discussing.|
001:09:32|AS11-36-5292|AS11-36-5292HR.jpg||Michael Collins in the Command Module.|
001:20:00|AS11-36-5293|AS11-36-5293HR.jpg||"About now, Collins takes photo number AS11-36-5293 of the cloud-speckled Earth, looking east towards the Sun. Having lost the camera 5 minutes earlier, he has missed a sunrise photo, but he captures the glaring sun in the sky above the ocean, rising rapidly as a result of their orbital motion. He takes a further 8 photos at this point, through to AS11-36-5301. AS11-36-5298 is the best one showing the low pressure cell."""|
001:21:00|AS11-36-5294|AS11-36-5294HR.jpg||"View of Earth from orbit. Journal Contributor Paul White has made detailed comparisons of <a href=""http://www.scribd.com/doc/76882844/Clouds-Across-the-Moon"" target=""new"">cloud patterns</a> seen in a large number of Apollo images with imagery taken at close to the same time by various meteorlogical satellites."|
001:22:00|AS11-36-5295|AS11-36-5295HR.jpg||View of Earth from orbit.|
001:22:00|AS11-36-5296|AS11-36-5296HR.jpg||View of Earth from orbit.|
001:23:00|AS11-36-5297|AS11-36-5297HR.jpg||View of Earth from orbit.|
001:24:00|AS11-36-5298|AS11-36-5298HR.jpg||View of Earth from orbit.|
001:25:00|AS11-36-5299|AS11-36-5299HR.jpg||View of Earth from orbit.|
001:30:00|AS11-36-5300|AS11-36-5300HR.jpg||View of Earth from orbit. Baja Penninsula, San Ignacio Lagoon, Bellenas Bay.|
001:31:30|AS11-36-5301|AS11-36-5301HR.jpg||View of Earth from orbit. El Aguajito, Santa Ana, Gulf of California.|
003:17:20|AS11-36-5302|AS11-36-5302HR.jpg||View of Earth from orbit. Mexico.|
003:17:23|AS11-36-5303|AS11-36-5303HR.jpg||View of Earth from orbit. Mexico.|
003:17:29|AS11-36-5304|AS11-36-5304HR.jpg||View of Earth from orbit. Mexico.|
003:17:35|AS11-36-5305|AS11-36-5305HR.jpg||View of Earth from orbit. South America.|
003:17:45|AS11-36-5306|AS11-36-5306HR.jpg||View of Earth from orbit. Baja Penninsula.|
003:17:51|AS11-36-5307|AS11-36-5307HR.jpg||View of Earth from orbit. Baja Penninsula.|
003:17:55|AS11-36-5308|AS11-36-5308HR.jpg||View of Earth from orbit. Baja Penninsula.|
003:18:01|AS11-36-5309|AS11-36-5309HR.jpg||View of Earth from orbit.|
003:19:12|AS11-36-5310|AS11-36-5310HR.jpg||S-IVB stage with Lunar Module. Note constellation of particles surrounding the stage|
003:19:31|AS11-36-5311|AS11-36-5311HR.jpg||S-IVB stage with Lunar Module. Note constellation of particles surrounding the stage|
003:20:15|AS11-36-5312|AS11-36-5312HR.jpg||S-IVB stage with Lunar Module. Note constellation of particles surrounding the stage|
003:21:40|AS11-36-5313|AS11-36-5313HR.jpg||S-IVB stage with Lunar Module|
003:22:56|AS11-36-5314|AS11-36-5314HR.jpg||Lunar Module during final approach during docking|
003:23:28|AS11-36-5315|AS11-36-5315HR.jpg||Lunar Module during final approach during docking|
003:23:55|AS11-36-5316|AS11-36-5316HR.jpg||Lunar Module during final approach during docking. The external orifice of the LMs optical system is visible top-right, while the overhead docking window is visible top-left.|
003:35:00|AS11-36-5317|AS11-36-5317HR.jpg||Partial view of Earth behind the Lunar Module showing northwestern part of the US, Canada and Greenland. Image by LPI|
003:35:10|AS11-36-5318|AS11-36-5318HR.jpg||Partial view of Earth behind the Lunar Module showing eastern Canada and Greenland. Image by LPI|
003:38:00|AS11-36-5319|AS11-36-5319HR.jpg||Partial view of Earth behind the Lunar Module showing northwestern part of the US, Canada and Greenland. Image by LPI|
003:38:10|AS11-36-5320|AS11-36-5320HR.jpg||Partial view of Earth behind the Lunar Module showing northwestern part of the US, Canada and Greenland. Image by LPI|
003:41:00|AS11-36-5321|AS11-36-5321HR.jpg||Partial view of Earth behind the Lunar Module showing northwestern part of the US, Canada and Greenland. Image by LPI|
003:46:00|AS11-36-5322|AS11-36-5322HR.jpg||Partial view of Earth behind the Lunar Module showing northwestern part of the US, Canada and Greenland. Image by LPI|
003:46:10|AS11-36-5323|AS11-36-5323HR.jpg||Partial view of Earth behind the Lunar Module showing northwestern part of the US, Canada and Greenland. Image by LPI|
003:47:00|AS11-36-5324|AS11-36-5324HR.jpg||Partial view of Earth behind the Lunar Module showing the US, Canada and Greenland. Western Europe visible to the far right. Image by LPI|
003:51:00|AS11-36-5325|AS11-36-5325HR.jpg||Partial view of Earth behind the Lunar Module showing the US and Canada on the left, Greenland at the top, Western Europe and North Africa on the far right. Image by LPI|
003:52:00|AS11-36-5326|AS11-36-5326HR.jpg||Partial view of Earth behind the Lunar Module, taken at a distance of about 18,700 km or 10,100 nautical miles. It shows the US and Canada on the left, Greenland at the top, Western Europe and North Africa on the far right. Image by LPI|
004:20:00|AS11-36-5327|AS11-36-5327HR.jpg||SIVB stage.|
004:21:00|AS11-36-5328|AS11-36-5328HR.jpg||SIVB stage.|
004:22:00|AS11-36-5329|AS11-36-5329HR.jpg||SIVB stage.|
010:15:00|AS11-36-5330|AS11-36-5330HR.jpg||Earth at about 87,000 km or 47,000 nautical miles. North is up and the west coast of the United States is visible with the Pacific Ocean dominating the view. Image by LPI|
010:15:10|AS11-36-5331|AS11-36-5331HR.jpg||Earth at about 87,000 km or 47,000 nautical miles. North is up and the west coast of the United States is visible with the Pacific Ocean dominating the view. Image by LPI|
010:15:20|AS11-36-5332|AS11-36-5332HR.jpg||Earth at about 87,000 km or 47,000 nautical miles. North is up and the west coast of the United States is visible with the Pacific Ocean dominating the view. Image by LPI|
010:15:30|AS11-36-5333|AS11-36-5333HR.jpg||Earth at about 87,000 km or 47,000 nautical miles. North is up and the west coast of the United States is visible with the Pacific Ocean dominating the view. Image by LPI|
010:15:40|AS11-36-5334|AS11-36-5334HR.jpg||Earth. North is up and the west coast of the United States is visible with the Pacific Ocean dominating the view. Image by LPI|
010:16:00|AS11-36-5335|AS11-36-5335HR.jpg||Earth. North is up and the west coast of the United States is visible with the Pacific Ocean dominating the view. Image by LPI|
